,code,desc,quantity_a,quantity_desc_a,value_a,quantity_b,quantity_desc_b,value_b,value_diff,quantity_diff,quantity_pct,value_pct,value_diff_abs,value_pct_abs
2833,2833,Sulphates; alums; peroxosulphates (persulphates),869107,Weight in kilograms,2.66,778553,Weight in kilograms,2.41,0.25,90554,10.419200397649542,9.398496240601503,0.25,9.398496240601503
2834,2834,Nitrites; nitrates,63814,Weight in kilograms,1.17,0,Weight in kilograms,0.0,1.17,63814,100.0,100.0,1.17,100.0
2835,2835,"Phosphinates (hypophosphites), phosphonates (phosphites), and phosphates; and polyphosphates, whether or not chemically defined",257522,Weight in kilograms,2.08,233922,Weight in kilograms,1.5,0.5800000000000001,23600,9.1642655773099,27.884615384615387,0.5800000000000001,27.884615384615387
2836,2836,Carbonates; peroxocarbonates (percarbonates); commercial ammonium carbonate containing ammonium carbamate,1381706,Weight in kilograms,1.74,1211340,Weight in kilograms,0.86,0.88,170366,12.33011943206442,50.57471264367817,0.88,50.57471264367817
2837,2837,"Cyanides, cyanide oxides and complex cyanides",2261541,Weight in kilograms,5.63,2245405,Weight in kilograms,5.38,0.25,16136,0.7134957977768256,4.440497335701599,0.25,4.440497335701599
2839,2839,Silicates; commercial alkali metal silicates,75350,Weight in kilograms,0.53,30095,Weight in kilograms,0.32,0.21000000000000002,45255,60.05972130059721,39.62264150943396,0.21000000000000002,39.62264150943396
2841,2841,Salts of oxometallic or peroxometallic acids,321404,Weight in kilograms,2.4,370978,Weight in kilograms,2.7,-0.30000000000000027,-49574,-15.424201316722879,-12.50000000000001,0.30000000000000027,12.50000000000001
2842,2842,"Salts of inorganic acids or peroxoacids, n.e.c. including aluminosilicates whether or not chemically defined, but excluding azides",502033,Weight in kilograms,1.77,957215,Weight in kilograms,3.11,-1.3399999999999999,-455182,-90.66774494903721,-75.70621468926552,1.3399999999999999,75.70621468926552
2843,2843,"Colloidal precious metals; inorganic or organic compounds of precious metals, whether or not chemically defined; amalgams of precious metals",11895,Weight in kilograms,91.16,15204,Weight in kilograms,84.99,6.170000000000002,-3309,-27.81841109709962,6.768319438350155,6.170000000000002,6.768319438350155
2846,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",228559,Weight in kilograms,5.56,83917,Weight in kilograms,1.9,3.6599999999999997,144642,63.284316084687106,65.82733812949641,3.6599999999999997,65.82733812949641
2847,2847,Hydrogen peroxide; whether or not solidified with urea,20,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,20,100.0,,0.0,
2849,2849,"Carbides, whether or not chemically defined",23724,Weight in kilograms,0.76,4659,Weight in kilograms,0.09,0.67,19065,80.36165907941324,88.15789473684211,0.67,88.15789473684211
2850,2850,"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined, other than compounds which are also carbides of heading no. 2849",3447,Weight in kilograms,0.52,20,Weight in kilograms,0.0,0.52,3427,99.41978532056861,100.0,0.52,100.0
2853,2853,"Phosphides, chemically defined or not, not ferrophosphorus; other inorganic compounds n.e.c. (including distilled, conductivity water and water of like purity); liquid air, rare gases removed or not; compressed air; amalgams, not precious metal amalgams",1491433,Weight in kilograms,1.74,3140,Weight in kilograms,0.05,1.69,1488293,99.78946422668669,97.12643678160919,1.69,97.12643678160919
2901,2901,Acyclic hydrocarbons,1761713,Weight in kilograms,2.46,143329,Weight in kilograms,0.58,1.88,1618384,91.86422533068666,76.42276422764228,1.88,76.42276422764228
2902,2902,Cyclic hydrocarbons,340612195,Weight in kilograms,325.06,3956204,Weight in kilograms,5.32,319.74,336655991,98.83850195087702,98.36337906847967,319.74,98.36337906847967
2903,2903,Halogenated derivatives of hydrocarbons,67680335,Weight in kilograms,65.49,20446626,Weight in kilograms,66.52,-1.0300000000000011,47233709,69.78941371965726,-1.5727591998778458,1.0300000000000011,1.5727591998778458
2904,2904,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons; whether or not halogenated",238537,Weight in kilograms,0.92,38600,Weight in kilograms,0.28,0.64,199937,83.81802403819952,69.56521739130434,0.64,69.56521739130434
2905,2905,"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives",11254967,Weight in kilograms,17.07,8972233,Weight in kilograms,13.03,4.040000000000001,2282734,20.28201415428406,23.6672524897481,4.040000000000001,23.6672524897481
2906,2906,"Alcohols; cyclic, and their halogenated, sulphonated, nitrated or nitrosated derivatives",146088,Weight in kilograms,5.56,113335,Weight in kilograms,4.24,1.3199999999999994,32753,22.420048190131975,23.741007194244595,1.3199999999999994,23.741007194244595
2907,2907,"Phenols; monophenols, polyphenols, and phenol-alcohols",12132360,Weight in kilograms,55.16,11552950,Weight in kilograms,49.13,6.029999999999994,579410,4.775740251690521,10.931834662799119,6.029999999999994,10.931834662799119
2908,2908,"Phenols or phenol-alcohols; halogenated, sulphonated, nitrated or nitrosated derivatives",58686,Weight in kilograms,1.6,440,Weight in kilograms,0.0,1.6,58246,99.25024707766758,100.0,1.6,100.0
2909,2909,"Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, ketone peroxides (chemically defined or not); halogenated, sulphonated, nitrated, nitrosated derivative",770368,Weight in kilograms,5.93,595598,Weight in kilograms,3.79,2.1399999999999997,174770,22.686560189415967,36.087689713322085,2.1399999999999997,36.087689713322085
2910,2910,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers; with a three-membered ring and their halogenated, sulphonated, nitrated or nitrosated derivatives",892320,Weight in kilograms,2.51,1038210,Weight in kilograms,2.71,-0.20000000000000018,-145890,-16.34951586874664,-7.968127490039849,0.20000000000000018,7.968127490039849
2911,2911,"Acetals and hemiacetals; whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrostated derivatives",1340,Weight in kilograms,0.02,0,Weight in kilograms,0.0,0.02,1340,100.0,100.0,0.02,100.0
2912,2912,"Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; paraformaldehyde",2477558,Weight in kilograms,14.59,2434000,Weight in kilograms,13.63,0.9599999999999991,43558,1.758102131211459,6.579849211788891,0.9599999999999991,6.579849211788891
2913,2913,"Aldehydes; halogenated, sulphonated, nitrated or nitrosated derivatives of products of heading no. 2912",326108,Weight in kilograms,1.68,307546,Weight in kilograms,1.88,-0.19999999999999996,18562,5.691979344266317,-11.904761904761903,0.19999999999999996,11.904761904761903
2914,2914,"Ketones and quinones; whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrostated derivatives",20459579,Weight in kilograms,27.27,27528708,Weight in kilograms,29.75,-2.4800000000000004,-7069129,-34.55168359036127,-9.094242757609097,2.4800000000000004,9.094242757609097
2915,2915,"Acids; saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives",4204204,Weight in kilograms,7.0,3036093,Weight in kilograms,6.18,0.8200000000000003,1168111,27.784355849525856,11.714285714285719,0.8200000000000003,11.714285714285719
2916,2916,"Acids; unsaturated acyclic monocarboxylic, cyclic monocarboxylic, their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives",5533842,Weight in kilograms,21.09,4969260,Weight in kilograms,12.07,9.02,564582,10.202351277828315,42.76908487434803,9.02,42.76908487434803
2917,2917,"Acids; polycarboxylic acids, their anhydrides, halides, peroxides and peroxy-acids; their halogenated, sulphonated, nitrated or nitrosated derivatives",10497489,Weight in kilograms,10.52,5338091,Weight in kilograms,5.91,4.609999999999999,5159398,49.1488774124936,43.82129277566539,4.609999999999999,43.82129277566539
2918,2918,"Acids; carboxylic acid with additional oxygen function and their anhydrides, halides, peroxides, peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives",1226900,Weight in kilograms,7.75,2012448,Weight in kilograms,12.83,-5.08,-785548,-64.02706007009536,-65.54838709677419,5.08,65.54838709677419
2919,2919,"Esters; phosphoric, and their salts, including lactophosphates, their halogenated, sulphonated, nitrated or nitrosated derivatives",40484,Weight in kilograms,0.27,73880,Weight in kilograms,0.47,-0.19999999999999996,-33396,-82.49184863155816,-74.07407407407405,0.19999999999999996,74.07407407407405
2920,2920,"Esters of other inorganic acids of non-metals (other than of hydrogen halides) and their salts, their halogenated, sulphonated, nitrated or nitrosated derivatives",48581,Weight in kilograms,0.26,207934,Weight in kilograms,0.47,-0.20999999999999996,-159353,-328.015067619028,-80.76923076923075,0.20999999999999996,80.76923076923075
2921,2921,Amine-function compounds,5367671,Weight in kilograms,18.59,5288274,Weight in kilograms,15.09,3.5,79397,1.4791703887961838,18.827326519634212,3.5,18.827326519634212
2922,2922,Oxygen-function amino-compounds,1435290,Weight in kilograms,9.15,776256,Weight in kilograms,6.74,2.41,659034,45.916435006166,26.33879781420765,2.41,26.33879781420765
2923,2923,"Quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipids, whether or not chemically defined",135474,Weight in kilograms,3.22,2812,Weight in kilograms,0.1,3.12,132662,97.92432496272347,96.8944099378882,3.12,96.8944099378882
2924,2924,Carboxyamide-function compounds; amide-function compounds of carbonic acid,2301007,Weight in kilograms,6.9,2402485,Weight in kilograms,14.21,-7.3100000000000005,-101478,-4.410156075144491,-105.94202898550724,7.3100000000000005,105.94202898550724
2925,2925,Carboxyimide-function compounds (including saccharin and its salts) and imine-function compounds,60613,Weight in kilograms,0.62,182413,Weight in kilograms,1.23,-0.61,-121800,-200.94699156946533,-98.38709677419355,0.61,98.38709677419355
2926,2926,Nitrile-function compounds,340775,Weight in kilograms,1.12,343770,Weight in kilograms,2.25,-1.13,-2995,-0.8788790257501283,-100.89285714285711,1.13,100.89285714285711
2927,2927,"Diazo-, azo- or azoxy-compounds",10861,Weight in kilograms,0.46,11010,Weight in kilograms,0.45,0.010000000000000009,-149,-1.371881042261302,2.1739130434782625,0.010000000000000009,2.1739130434782625
2928,2928,Organic derivatives of hydrazine or of hydroxylamine,465993,Weight in kilograms,1.4,510868,Weight in kilograms,1.91,-0.51,-44875,-9.629972982426775,-36.42857142857143,0.51,36.42857142857143
2929,2929,"Nitrogen-function compounds, n.e.c. in chapter 29",9813321,Weight in kilograms,20.65,4038312,Weight in kilograms,8.33,12.319999999999999,5775009,58.84867110736518,59.66101694915253,12.319999999999999,59.66101694915253
2930,2930,Organo-sulphur compounds,10422352,Weight in kilograms,26.88,11511550,Weight in kilograms,29.99,-3.1099999999999994,-1089198,-10.450596947790672,-11.569940476190474,3.1099999999999994,11.569940476190474
2931,2931,Other organo-inorganic compounds,487933,Weight in kilograms,7.48,123198,Weight in kilograms,1.46,6.0200000000000005,364735,74.75104163891353,80.4812834224599,6.0200000000000005,80.4812834224599
2932,2932,Heterocyclic compounds with oxygen hetero-atom(s) only,789649,Weight in kilograms,3.08,766882,Weight in kilograms,3.31,-0.22999999999999998,22767,2.8831797418853187,-7.467532467532467,0.22999999999999998,7.467532467532467
2933,2933,Heterocyclic compounds with nitrogen hetero-atom(s) only,9296108,Weight in kilograms,57.97,9428142,Weight in kilograms,66.21,-8.239999999999995,-132034,-1.420314824225364,-14.214248749353105,8.239999999999995,14.214248749353105
2934,2934,"Nucleic acids and their salts, whether or not chemically defined; other heterocyclic compounds",74284,Weight in kilograms,6.19,251640,Weight in kilograms,7.88,-1.6899999999999995,-177356,-238.7539712454903,-27.30210016155088,1.6899999999999995,27.30210016155088
2935,2935,Sulphonamides,979,Weight in kilograms,0.45,225,Weight in kilograms,0.69,-0.23999999999999994,754,77.01736465781408,-53.33333333333332,0.23999999999999994,53.33333333333332
2936,2936,"Provitamins, vitamins; natural or reproduced by synthesis (including natural concentrates) derivatives thereof used as vitamins, and intermixtures of the fore-going, whether or not in any solvent",18194,Weight in kilograms,1.0,6546,Weight in kilograms,0.97,0.030000000000000027,11648,64.02110585907442,3.0000000000000027,0.030000000000000027,3.0000000000000027
2937,2937,"Hormones, prostaglandins, thromboxanes and leukotrienes, natural or reproduced by synthesis; derivatives and structural analogues thereof, including chain modified polypeptides, used primarily as hormones.",18,Weight in kilograms,0.02,0,Weight in kilograms,0.01,0.01,18,100.0,50.0,0.01,50.0
2938,2938,"Glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other derivatives",21586,Weight in kilograms,0.14,96,Weight in kilograms,0.02,0.12000000000000001,21490,99.5552673028815,85.71428571428571,0.12000000000000001,85.71428571428571
2939,2939,"Alkaloids; natural or reproduced by synthesis, and their salts, ethers, esters and other derivatives",1444,Weight in kilograms,0.07,0,Weight in kilograms,0.0,0.07,1444,100.0,100.0,0.07,100.0
2940,2940,"Sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose; sugar ethers, sugar acetals and sugar esters, and their salts, other than the products of heading 29.37, 29.38, or 29.39",28034,Weight in kilograms,0.26,41957,Weight in kilograms,0.44,-0.18,-13923,-49.66469287294,-69.23076923076923,0.18,69.23076923076923
2941,2941,Antibiotics,2114,Weight in kilograms,1.19,41060,Weight in kilograms,3.22,-2.0300000000000002,-38946,-1842.2894985808891,-170.58823529411768,2.0300000000000002,170.58823529411768
2942,2942,Organic compounds; n.e.c. in chapter 29,268389,Weight in kilograms,7.47,0,Weight in kilograms,0.0,7.47,268389,100.0,100.0,7.47,100.0
3001,3001,"Glands and other organs (extracts, secretions thereof) for organo-therapeutic uses, dried, powdered or not; heparin and its salts; other human or animal substances for therapeutic or prophylactic uses n.e.c.",13,Weight in kilograms,0.0,17,Weight in kilograms,0.05,-0.05,-4,-30.76923076923077,-inf,0.05,inf
3002,3002,"Human blood; animal blood for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions, immunological products, modified or obtained by biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) etc",27249,Weight in kilograms,5.5,37356,Weight in kilograms,5.18,0.3200000000000003,-10107,-37.09126940438181,5.818181818181823,0.3200000000000003,5.818181818181823
3003,3003,"Medicaments; (not goods of heading no. 3002, 3005 or 3006) of two or more constituents mixed together for therapeutic or prophylactic use not in measured doses or in forms or packings for retail sale",1303,Weight in kilograms,0.04,200,Weight in kilograms,0.01,0.03,1103,84.65080583269379,75.0,0.03,75.0
3004,3004,"Medicaments; (not goods of heading no. 3002, 3005 or 3006) consisting of mixed or unmixed products for therapeutic or prophylactic use, put up in measured doses (incl. those in the form of transdermal admin. systems) or packed for retail sale",11035,Weight in kilograms,10.32,24911,Weight in kilograms,8.33,1.9900000000000002,-13876,-125.7453556864522,19.282945736434108,1.9900000000000002,19.282945736434108
